|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever you install a virus program, the corp trashes the top card of r&d.|12|13noise: hacker extraordinaire|

|1program|2icebreaker, killer|3shaper|4&^^|5&^^|6|7|8&^|9|10|11{C}^^: host this program on a piece of ice.\{C}^: break up to &^^ subroutines on host sentry.\{C}^^: +&^^^ strength.|12&|13ika|

|1program|2|3shaper|4&^|5|6|7|8&^|9|10|11install @ only on a piece of ice.\gain {C}^^ whenever you pass host ice.|12&|13kyuban|

|1resource|2connection|3shaper|4&^^^^|5|6true|7|8|9|10|11the first time each turn a successful run on r&d ends, you may gain {C}^ for each time you accessed a card in r&d during that run.|12&^|13psych mike|

|1program|2|3adam|4&^^^^^|5|6true|7|8&^|9|10|11when your turn begins, you may pay {C}^^ to gain {O}. if you do, trash @ when your turn ends if you did not make a successful run this turn.|12&|13algernon|

|1event|2run|3apex|4&^^^^^|5|6|7|8|9|10|11run archives. if successful, instead of breaching archives, install up to &^^^^^ cards from your heap facedown.\remove this operation from the game.|12&^|13reboot|

|1event|2|3sunny|4&^^^|5|6|7|8|9|10|11reduce the play cost of @ by &^ for each {L} you have.\gain {C}^^^^ or draw &^^^^ cards.|12&^^^^|13office supplies|

|1resource|2connection|3neutral|4&^|5|6true|7|8|9|10|11host a g-mod identity that does not match the faction of your identity on @ when he is installed. remove hosted identity from the game if @ is uninstalled.\@ gains the text of hosted identity.\limit &^ per deck.|12&^^^|13dj fenris|

|1event|2|3anarch|4&^^|5|6|7|8|9|10|11trash the top &^^^ cards of your stack. shuffle &^^^ cards from your heap into your stack. draw &^ card. remove this event from the game instead of trashing it.|12&|13labor rights|

|1resource|2seedy, virtual|3criminal|4&^^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^ onto it. when it is empty, trash it and draw &^ card.\when your turn begins, take {C}^ from this resource.\when your turn ends, if you made at least &^^^ successful runs this turn and this card is in your heap, you may install it, ignoring all costs.|12&|13crowdfunding|

|1event|2orgcrime, run, terminal|3neutral|4&^|5|6|7|8|9|10|11after you resolve this event, end your action phase.\make a run on a remote server. if successful, remove the first non-agenda card that you access from the game.\until the game ends, whenever you access a copy of that card, remove it from the game.\limit &^ per deck.|12&^^^|13watch the world burn|

|1identity|2cyborg, g-mod|3anarch|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11the first piece of ice the corp rezzes each turn costs {C}^ more to rez.|12|13reina roja: freedom fighter|

|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11{C}: break &^ barrier subroutine. use this ability only once per turn.|12|13quetzal: free spirit|

|1event|2double|3anarch|4&^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\place up to &^^^ advancement counters on &^ unrezzed card in the root of a remote server. gain {C}^^ for each counter placed this way. you cannot access that card for the remainder of the turn.|12&|13queen's gambit|

|1event|2|3anarch|4&^^|5|6|7|8|9|10|11play only if you made a successful run on r&d, hq, and archives this turn.\access &^ installed card (non-ice).|12&|13quest completed|

|1event|2run|3anarch|4&^^|5|6|7|8|9|10|11run archives. if successful, instead of breaching archives, you may install &^ program from your heap, ignoring all costs.|12&^^^|13retrieval run|

|1event|2run, sabotage|3anarch|4&^^^|5|6|7|8|9|10|11make a run. when the run ends, trash &^ piece of ice that was rezzed during this run.|12&^^^|13run amok|

|1event|2run|3anarch|4&^|5|6|7|8|9|10|11place {C}^^^^^^^^^ on this event, then run any server. during that run, hosted credits are considered to be in your credit pool. when the run ends, suffer &^ brain damage, which cannot be prevented.|12&|13stimhack|

|1hardware|2chip|3anarch|4&^|5|6|7|8|9|10|11{R}^\use this credit to pay for using icebreakers or for installing virus programs.|12&^^|13cyberfeeder|

|1hardware|2console|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^\whenever you would play or install a card, you may trash &^ card from your grip. if you do, instead play or install that card paying {C}^^ less. use this ability only once per turn.\limit &^ console per player.|12&^^^^|13patchwork|

|1program|2icebreaker, fracter|3anarch|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ barrier subroutine.\{C}^: +&^ strength.|12&^^|13corroder|

|1program|2virus|3anarch|4&^|5|6|7|8&^|9|10|11whenever you make a successful run on a central server, place &^ virus counter on @.\hosted virus counter: rezzed piece of ice currently being encountered has -&^ strength until the end of the encounter.|12&^|13datasucker|

|1program|2icebreaker, decoder|3anarch|4&^|5&^|6|7|8&^|9|10|11{C}^^: break up to &^^ code gate subroutines.\{C}^: +&^ strength.|12&^^^^^|13force of nature|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11when you install this program, place &^^ virus counters on it.\hosted virus counter: trash the card you are accessing. use this ability only once per turn.|12&^^|13imp|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11whenever you make a successful run on hq, the corp loses {C}^.\trash @ if the corp purges virus counters.|12&^|13lamprey|

|1program|2icebreaker, killer|3anarch|4&^|5&^^^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.|12&^^^|13mimic|

|1resource|2virtual|3anarch|4&^^^|5|6true|7|8|9|10|11while you are encountering a piece of ice, it gets -&^ strength.|12&^^^|13ice carver|

|1resource|2|3anarch|4&^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^^^^ onto it. when it is empty, trash it.\{O}: take {C}^^^^ from this resource.|12&^^^^^^|13liberated account|

|1resource|2connection, seedy|3anarch|4&^|5|6|7|8|9|10|11{R}^^ \you can spend hosted credits to pay trash costs.|12&^^|13scrubber|

|1resource|2virtual|3anarch|4&^^|5|6true|7|8|9|10|11the rez cost of each piece of ice is increased by {C}^.|12&^^^|13xanadu|

|1identity|2cyborg|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11the first time you make a successful run on hq each turn, gain {C}^^.|12|13gabriel santiago: consummate professional|

|1identity|2natural|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever an agenda is scored or stolen, add &^ unrezzed card to hq.|12|13leela patel: trained pragmatist|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11install &^ resource from your grip, paying {C}^^^ less.|12&|13career fair|

|1event|2job|3criminal|4&^|5|6|7|8|9|10|11gain {C}^^^.|12&|13easy mark|

|1event|2sabotage|3criminal|4&^^|5|6|7|8|9|10|11play only if you made a successful run on hq this turn.\derez &^ installed piece of ice.|12&|13emergency shutdown|

|1event|2double|3criminal|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\search your stack for a connection, reveal it, and add it to your grip. you may install that connection (paying its install cost). shuffle your stack.|12&^|13hostage|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run any server. the first time this run you encounter a piece of ice, bypass it.|12&^^|13inside job|

|1event|2run|3criminal|4&^^|5|6|7|8|9|10|11run hq. if successful, access &^^ additional cards when you breach hq.|12&^^|13legwork|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11remove &^ tag. then, you may pay {C}^ to add this event to your grip.|12&|13networking|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11make a run. when you encounter the innermost piece of ice protecting that server, bypass it.|12&^^|13spear phishing|

|1event|2|3criminal|4&^^|5|6|7|8|9|10|11search your stack for an icebreaker, reveal it, and add it to your grip. shuffle your stack.|12&^|13special order|

|1hardware|2|3criminal|4&^^|5|6|7|8|9|10|11whenever you breach hq, access &^ additional card.|12&^^^^|13hq interface|

|1hardware|2console|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^\the first time you make a successful run each turn, you may gain {C}^ and look at the top card of your stack. if you do, you may add that card to the bottom of your stack.\limit &^ console per player.|12&^^^|13paragon|

|1program|2icebreaker, decoder|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^^: +&^^ strength.\{T}: bypass the code gate you are encountering.|12&^^^^|13abagnale|

|1program|2icebreaker, fracter|3criminal|4&^^|5&^|6|7|8&^|9|10|11{C}^^: break up to &^^ barrier subroutines.\{C}^^: +&^^^ strength.\{T}: bypass the barrier you are encountering.|12&^^^^|13demara|

|1program|2icebreaker, killer|3criminal|4&^^^|5&^^|6|7|8&^|9|10|11{C}: break &^ sentry subroutine.\{C}^: +&^ strength.\whenever an encounter ends, if you used this program to break a subroutine during that encounter, trash this program.|12&|13faerie|

|1program|2icebreaker, killer|3criminal|4&^|5&^^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^^: +&^ strength.\when you install this program, choose &^ installed piece of ice.\whenever you encounter the chosen ice, you may pay {C}^ for each subroutine it has. if you do, bypass that ice.|12&^^^^^^^^^|13femme fatale|

|1program|2|3criminal|4&^^^|5|6|7|8&^^|9|10|11{O}: run archives. if that run would be declared successful, change the attacked server to hq for the remainder of that run.|12&^^^^|13sneakdoor beta|

|1resource|2job|3criminal|4&^^|5|6|7|8|9|10|11when you install this resource, load {C}^^^^^^^^ on it. when it is empty, trash it.\whenever you make a successful run on a remote server, instead of breaching that server, you may take any number of credits from this resource.|12&^|13bank job|

|1resource|2connection, seedy|3criminal|4&^^|5|6|7|8|9|10|11{O}, forfeit &^ agenda: gain {C}^^^^^^^^^.|12&|13data dealer|

|1identity|2g-mod|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11+{M}^|12|13chaos theory: wünderkind|

|1identity|2cyborg|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^|1045|11the first time each turn you encounter a piece of ice, it gains code gate for the remainder of this run.|12|13rielle "kit" peddler: transhuman|

|1event|2|3shaper|4&^^|5|6|7|8|9|10|11draw &^^^ cards.|12&|13diesel|

|1event|2mod|3shaper|4&^^|5|6|7|8|9|10|11install a program or piece of hardware, lowering the install cost by &^^^.|12&|13modded|

|1event|2|3shaper|4&^|5|6|7|8|9|10|11play only if you made a successful run on r&d, hq, and archives this turn.\add @ to your score area as an agenda worth &^ agenda point.|12&^|13notoriety|

|1event|2|3shaper|4&^^^|5|6|7|8|9|10|11search either your stack or your heap for &^ program.  install that program, ignoring all costs. when your turn ends, if that program has not been uninstalled, add it to the top of your stack.|12&^^^|13test run|

|1event|2run|3shaper|4&^^|5|6|7|8|9|10|11run r&d. if successful, access &^^ additional cards when you breach r&d.|12&^^|13the maker's eye|

|1event|2mod|3shaper|4&^^^^|5|6|7|8|9|10|11choose a piece of ice. that ice gains sentry, code gate, and barrier until the end of the turn.|12&|13tinkering|

|1hardware|2chip|3shaper|4&^|5|6|7|8|9|10|11+{M}^|12&^|13akamatsu mem chip|

|1hardware|2console|3shaper|4&^^|5|6true|7|8|9|10|11@ can host a single non-ai icebreaker. the memory cost of the hosted icebreaker does not count against your memory limit.\hosted icebreaker has +&^^ strength.\limit &^ console per player.|12&^^^^^|13dinosaurus|

|1hardware|2|3shaper|4&^^|5|6|7|8|9|10|11whenever you breach r&d, access &^ additional card.|12&^^^^|13r&d interface|

|1program|2icebreaker, ai|3shaper|4&^^^|5&|6|7|8&^|9|10|11when you install this program, you may pay {C}X to place x power counters on it.\this program gets +&^ strength for each hosted power counter, and it can only interface with ice of exactly equal strength.\{C}^: break &^ subroutine.|12&^^^|13atman|

|1program|2icebreaker, fracter|3shaper|4&^^|5&^^^|6|7|8&^^|9|10|11{C}^^: break up to &^^ barrier subroutines.\{C}^: +&^ strength for the remainder of this run.|12&^^^^^|13battering ram|

|1program|2icebreaker|3shaper|4&^|5&^^^^^^^^^^|6|7|8&^|9|10|11{T}: break any number of ap subroutines.\{T}: prevent any amount of net damage.|12&^^^|13deus x|

|1program|2icebreaker, decoder|3shaper|4&^^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^: +&^ strength for the remainder of this run.|12&^^^^|13gordian blade|

|1program|2icebreaker, killer|3shaper|4&^|5&^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^^: +&^ strength for the remainder of this run.|12&^^^|13pipeline|

|1resource|2connection, location|3shaper|4&^^|5|6true|7|8|9|10|11when your turn begins, you may trash &^ of your other installed cards. if you do, gain {C}^^^.|12&^|13aesop's pawnshop|

|1resource|2virtual|3shaper|4&^|5|6|7|8|9|10|11whenever the corp rezzes a piece of ice, place {C}^ on @.\you may use credits on @ to install programs.|12&|13ice analyzer|

|1resource|2connection|3shaper|4&^^|5|6|7|8|9|10|11{O}: gain {C}^ and draw &^ card.|12&^^^^^|13professional contacts|

|1event|2|3neutral|4&|5|6|7|8|9|10|11gain {C}^^^^^^^^^.|12&^^^^^|13sure gamble|

|1event|2run|3neutral|4&|5|6|7|8|9|10|11run any server. when that run ends, if it was successful, gain {C}^^^^^.|12&^^|13dirty laundry|

|1program|2icebreaker, ai, virus|3neutral|4&|5&|6|7|8&^|9|10|11{C}^: break &^ subroutine.\{C}^: +&^ strength.\{O}: place &^ virus counter on this program.\whenever an encounter ends, if you used this program to break a subroutine during that encounter, remove &^ hosted virus counter or trash this program.|12&^^^^^|13crypsis|

|1resource|2job|3neutral|4&|5|6|7|8|9|10|11place {C}^^ from the bank on @ when it is installed. when there are no credits left on @, trash it.\{O}: take {C}^^ from @.|12&^|13armitage codebusting|

|1resource|2location, ritzy|3neutral|4&|5|6true|7|8|9|10|11when you install this resource, load &^^^ power counters onto it. when it is empty, trash it.\when your turn begins, remove &^ hosted power counter and draw &^^ cards.|12&^^^^|13earthrise hotel|

|1resource|2connection|3neutral|4&|5|6true|7|8|9|10|11the first time you make a successful run each turn, draw &^ card.\the first time you make an unsuccessful run each turn, take &^ tag.|12&^^|13john masanori|

|1resource|2connection|3neutral|4&|5|6true|7|8|9|10|11you cannot use @ more than once per turn.\{O}: place {C}^^^ from the bank on @.\{O}: take all credits from @.|12&^^|13kati jones|

|1event|2|3anarch|4&^|5|6|7|8|9|10|11as an additional cost to play this event, trash an installed resource.\gain {C}^^^^^^^.|12&^^|13isolation|

|1hardware|2console|3anarch|4&^^|5|6true|7|8|9|10|11+{M}^\the trash cost of each corp card is lowered by &^.\the first time each turn you trash a corp card, gain {C}^.\limit &^ console per player.|12&^^^^|13demolisher|

|1program|2virus|3anarch|4&^^^^|5|6|7|8&^|9|10|11install only on a piece of ice.\host ice has -&^ strength for each hosted virus counter.\when you encounter host ice, if its strength is & or less, trash it. otherwise, place &^ virus counter on this program.|12&^^|13chisel|

|1program|2|3anarch|4&^^^|5|6|7|8&^^|9|10|11{O}: run r&d. if successful, instead of breaching r&d, reveal the top &^^^ cards of r&d. trash &^ of the revealed cards. use this ability only once per turn.|12&^^^^|13stargate|

|1program|2icebreaker, decoder|3anarch|4&^^|5&^|6|7|8&^|9|10|11{C}X: break x code gate subroutines. use this ability only once per run.\{C}^: break &^ code gate subroutine. use this ability only if you have &^^^ or more installed virtual resources.\{C}^: +&^ strength.|12&^^|13utae|

|1resource|2|3anarch|4&^^^^^|5|6true|7|8|9|10|11when your turn begins, remove this resource from the game. choose a server protected by ice. the corp may trash &^ piece of ice protecting that server. if they do not, the first time this turn you breach either r&d or hq, access &^^ additional cards.|12&^^|13climactic showdown|

|1resource|2companion, virtual|3anarch|4&^|5|6true|7|8|9|10|11when your turn begins or you steal an agenda, place {C}^ on this resource.\whenever you make a successful run, you may spend hosted credits for the remainder of that run.\when your turn ends, if there are &^^^ or more hosted credits, you must pay {C}^ or trash this resource.|12&|13fencer fueno|

|1resource|2connection, seedy|3anarch|4&^^^^^|5|6true|7|8|9|10|11the first time each turn you install a virus program, place &^^ virus counters on this resource.\when your turn begins, you may remove any &^^ virus counters from your installed cards. if you do, draw &^^ cards unless the corp trashes the top card of r&d.|12&^^^^|13the nihilist|

|1resource|2stealth, companion, virtual|3anarch|4&^^^|5|6true|7|8|9|10|11when your turn begins or you steal an agenda, place {C}^ on this resource.\spend hosted credits to use programs during runs.\when your turn ends, if there are &^^^ or more hosted credits, you must take &^ tag or trash this resource.|12&^|13trickster taka|

|1identity|2cyborg|3criminal|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11the first job resource, connection resource, or piece of hardware you install each turn costs {C}^ less to install.|12|13az mccaffrey: mechanical prodigy|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run any server. when that run ends, if it was unsuccessful, you may run that server again, ignoring any additional costs to run. during the second run, when you encounter the last ice you encountered in the first run, bypass it.|12&^^|13always have a backup plan|

|1event|2|3criminal|4&^^|5|6|7|8|9|10|11look at the top &^^ cards of your stack. you may add &^ of those cards to the bottom of your stack. draw &^^ cards.|12&|13blueberry!™ diesel|

|1hardware|2|3criminal|4&^|5|6|7|8|9|10|11you cannot use this hardware during the corp's turn.\{T}: jack out.\{T}: remove &^ tag.\{T}: reduce the base trace strength of a trace to &.|12&^|13flip switch|

|1hardware|2|3criminal|4&^^|5|6true|7|8|9|10|11remove this hardware from the game: prevent a corp card ability from ending the run. use this ability only if you made a successful run on hq this turn.|12&^|13lucky charm|

|1hardware|2console|3criminal|4&^^^^|5|6true|7|8|9|10|11+{M}^.\the first time each turn you install a piece of hardware, draw &^ card.\whenever a run begins, you may install a piece of hardware, paying {C}^ more.\limit &^ console per player.|12&^^|13masterwork (v37)|

|1program|2icebreaker, killer|3criminal|4&^^^^|5&^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^: +&^ strength.\the first time each turn this program fully breaks a piece of ice, gain {C}^^.|12&^^^|13bukhgalter|

|1resource|2connection|3criminal|4&^^^|5|6true|7|8|9|10|11the first time each run you encounter a piece of ice, place &^ power counter on this resource.\{T}: derez the ice you are encountering if its strength is equal to or less than the number of hosted power counters. take &^ tag.|12&^^|13"baklan" bochkin|

|1resource|2connection, ritzy|3criminal|4&^^^^^|5|6true|7|8|9|10|11when your discard phase ends, if you installed this resource this turn, draw &^^^^ cards.\the first time each turn you would draw any number of cards, increase the number of cards you will draw by &^. when you draw those cards, if you drew at least &^^, add &^ of them to the bottom of your stack.|12&^^^^|13the class act|

|1identity|2natural|3shaper|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11when your turn ends, if you have the same number of cards in your grip as the corp has in hq, you may draw &^ card.|12|13lat: ethical freelancer|

|1event|2priority|3shaper|4&^^^^|5|6|7|8|9|10|11play only as your first {O}.\whenever you install a card with a printed install cost of &^ or greater this turn, draw &^ card or gain {C}^.|12&|13in the groove|

|1event|2run|3shaper|4&^^|5|6|7|8|9|10|11run r&d. if successful, instead of breaching r&d, choose a number greater than &. for each installed card you have with a printed install cost matching that number, reveal &^ card from the top of r&d (max &^^^^^^). access &^ of the revealed cards, then the corp shuffles r&d.|12&^^^|13khusyuk|

|1event|2job|3shaper|4&^|5|6|7|8|9|10|11as an additional cost to play this event, trash an installed program.\gain {C}^^^^ and draw &^^ cards.|12&^|13spec work|

|1hardware|2console|3shaper|4&^^|5|6true|7|8|9|10|11+{M}^^\you have +&^ maximum hand size.\when your turn ends, if you and the corp have the same number of credits, you may gain {C}^^.\limit &^ console per player.|12&^^^^|13supercorridor|

|1program|2icebreaker, fracter|3shaper|4&^^|5&^|6|7|8&^|9|10|11when you install this program, it gets +&^^^ strength for the remainder of the turn.\{C}^: break &^ barrier subroutine.\{C}^^: +&^^ strength.|12&^^|13gauss|

|1program|2virus|3shaper|4&^^^|5|6|7|8&^|9|10|11when you install this program, place &^^ virus counters on it.\hosted virus counter: choose an ice subtype. the ice you are encountering gains that subtype for the remainder of the encounter. use this ability only once per turn.|12&^|13pelangi|

|1program|2|3shaper|4&^|5|6|7|8&^|9|10|11when your turn begins, gain {C}^.|12&^^|13rezeki|

|1resource|2connection|3shaper|4&^^^^^|5|6true|7|8|9|10|11use each ability on this resource only once per turn.\{O}: gain {C}^^.\{O}: install a program or piece of hardware, paying {C}^ less.|12&^^^^|13the artist|

|1event|2run|3neutral|4&^|5|6|7|8|9|10|11while you are resolving this event, each player's identity loses all abilities.\run any server. when that run ends, you may shuffle this event into your stack.|12&^|13direct access|

|1event|2|3neutral|4&|5|6|7|8|9|10|11add an installed program or piece of hardware to your grip. if you do, you may install a program or piece of hardware, paying {C}X less. x is equal to the printed install cost of the uninstalled card.|12&|13rejig|

|1resource|2connection|3neutral|4&^|5|6true|7|8|9|10|11whenever you make a successful run, you may trash this resource to name an agenda. the next time this run you access a copy of the named agenda, steal it, ignoring all costs. |12&^^|13whistleblower|

|1identity|2natural|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11when your turn ends, if you accessed at least &^ card this turn, gain {C}^^ and flip this identity.\flip side:\when your turn begins, draw &^ card and lose {C}^.\when your turn ends, if you did not access at least &^ card this turn, flip this identity.|12|13hoshiko shiro: untold protagonist|

|1event|2|3anarch|4&^^^|5|6|7|8|9|10|11as an additional cost to play this event, trash &^^^ cards from your grip.\draw &^^^ cards and gain {C}^^^.|12&|13moshing|

|1hardware|2chip|3anarch|4&^^|5|6true|7|8|9|10|11whenever you encounter a piece of ice, you may remove this hardware from the game. if you do, that ice gets -&^^^^^^ strength for the remainder of the run.|12&^|13devil charm|

|1hardware|2chip|3anarch|4&^^|5|6|7|8|9|10|11{T}: set aside the top &^^^^^^ cards of your stack. you may install &^ program or virtual resource from among the set aside cards, paying {C}^^ less. shuffle &^^^ of the remaining cards into your stack, then remove the rest from the game.|12&|13gachapon|

|1hardware|2console, companion|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^^\the first time each turn you spend credits from or install a companion, gain {C}^.\limit &^ console per player.|12&^^^|13keiko|

|1program|2icebreaker, killer|3anarch|4&^^|5&|6|7|8&^|9|10|11{C}^^: break any number of sentry subroutines.\{C}: break &^ sentry subroutine. use this ability only if you have &^^^ or more installed virtual resources.\{C}^^^: +&^^^ strength.|12&^^^^|13odore|

|1resource|2companion, virtual|3anarch|4&^^|5|6true|7|8|9|10|11when your turn begins or you steal an agenda, place {C}^ on this resource.\spend hosted credits to play events.\when your turn ends, if there are &^^^ or more hosted credits, you must trash &^ card from your grip at random or trash this resource.|12&^|13mystic maemi|

|1resource|2companion, virtual|3anarch|4&^^^|5|6true|7|8|9|10|11when your turn begins or you steal an agenda, place {C}^ on this resource.\spend hosted credits to install non-connection cards.\when your turn ends, if there are &^^^ or more hosted credits, you must trash &^ of your installed cards.|12&^|13paladin poemu|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run a server protected by ice. when that run ends, gain {C}^^^^^^, plus {C}^ for each piece of ice you passed during that run.|12&^^^|13bravado|

|1hardware|2|3criminal|4&^^|5|6true|7|8|9|10|11when you install this hardware, choose an installed piece of ice. use this hardware only during encounters with that ice.\{T}: break up to &^^ subroutines. when this run ends, if it is successful, you may shuffle a copy of @ from your heap into your stack.|12&^^|13boomerang|

|1hardware|2|3criminal|4&^^^|5|6true|7|8|9|10|11use this hardware only by spending credits from stealth cards.\whenever you make a successful run on hq, you may pay {C}^ to access &^ additional card when you breach hq.\whenever you make a successful run on r&d, you may pay {C}^^ to access &^ additional card when you breach r&d.|12&^^|13mu safecracker|

|1hardware|2chip|3criminal|4&^^^|5|6true|7|8|9|10|11the first time each turn a run begins, you may look at the top &^^ cards of your stack.\{C}^: reveal the top card of your stack. you may install that card if it is a program or piece of hardware. use this ability only once per turn.|12&^|13prognostic q-loop|

|1hardware|2console, vehicle|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^\the first time each turn you play a run event, gain {O}.\limit &^ console per player.|12&^^|13swift|

|1program|2icebreaker, killer|3criminal|4&^^^|5&^^|6|7|8&^|9|10|11whenever you encounter a sentry, you may pay {C}^^ to bypass it. use this ability only once per turn and only by spending credits from stealth cards.\{C}^: break up to &^^ sentry subroutines.\{C}^: +&^^ strength. use this ability only by spending a credit from a stealth card.|12&^^^^|13afterimage|

|1program|2icebreaker, fracter|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^^: break up to &^^ barrier subroutines.\{C}^^: +&^^ strength.\the first time each turn this program fully breaks a piece of ice, gain {C}^.|12&^^^^^|13makler|

|1resource|2stealth, virtual|3criminal|4&^^|5|6|7|8|9|10|11this card costs {C}^^ less to install if you made a successful run on hq this turn.\when you install this resource, load {C}^^^^ onto it. when it is empty, trash it.\spend hosted credits during runs.|12&^^|13penumbral toolkit|

|1resource|2job, location|3criminal|4&^^^^|5|6true|7|8|9|10|11the first time each turn you use hardware during a run, place &^ power counter on this resource.\{O}, remove this resource from the game: shuffle up to x cards with {T} abilities from your heap into your stack. x is double the number of hosted power counters.|12&^|13the back|

|1event|2|3shaper|4&^^^|5|6|7|8|9|10|11search your heap for up to &^^^^^ cards with different names. shuffle those cards into your stack. remove this card from the game instead of trashing it.|12&^^|13harmony ar therapy|

|1hardware|2console|3shaper|4&^^^|5|6true|7|8|9|10|11+{M}^.\the first time each turn an event is trashed , draw &^ card.\limit &^ console per player.|12&^^^|13aniccam|

|1hardware|2chip|3shaper|4&^^|5|6|7|8|9|10|11if no installed programs have been trashed this turn, you must trash &^ installed program as an additional cost to use this hardware.\{T}: install &^ program from your heap, paying {C}^^^ less.|12&^|13simulchip|

|1program|2virus|3shaper|4&^^^^|5|6|7|8&^|9|10|11when you install this program, place &^^ virus counters on it.\whenever you make a successful run on a central server, you may remove &^ hosted virus counter to swap a piece of ice protecting that server with another installed piece of ice. use this ability only once per turn.|12&^^^|13cordyceps|

|1program|2icebreaker, decoder|3shaper|4&^^^|5&^^|6|7|8&^|9|10|11when you install this program, for the remainder of the turn it gains "{C}: break &^ code gate subroutine."\{C}^^: break up to &^^ code gate subroutines.\{C}^: +&^ strength.|12&^^|13euler|

|1program|2stealth|3shaper|4&^^|5|6|7|8&^|9|10|11{R}^\spend hosted credits to use hardware and programs.|12&^|13mantle|

|1program|2icebreaker, decoder, fracter|3shaper|4&^^|5&^^|6|7|8&^|9|10|11when you install this program, for the remainder of the turn it gains "{C}^: break &^ barrier subroutine."\{C}^: break &^ code gate subroutine.\{C}^: +&^^^ strength. use this ability only by spending a credit from a stealth card.|12&^^^|13penrose|

|1program|2|3shaper|4&^^^|5|6|7|8&^^|9|10|11{C}^^, {T}: search your stack for a program. install it.|12&|13self-modifying code|

|1resource|2connection, virtual|3shaper|4&^^|5|6true|7|8|9|10|11+{L}^\whenever you install a non-ai icebreaker, that icebreaker gets +&^^ strength for the remainder of the turn.|12&^^|13cybertrooper talut|

|1resource|2location, seedy|3shaper|4&^^^^|5|6true|7|8|9|10|11{O}: host &^ program or piece of hardware from your grip on this resource.\{C}^: install &^ hosted card. the first card you install this way during each of your turns costs {C}^ less to install for each unique  connection you have installed.|12&^|13paule's café|

|1hardware|2|3neutral|4&^|5|6true|7|8|9|10|11the first time each turn &^ or more cards are trashed from your grip or stack, you may add &^ of those cards to the bottom of your stack.\remove this hardware from the game: add &^ card from your heap to the top of your stack.|12&^^^|13buffer drive|

|1resource|2|3neutral|4&|5|6|7|8|9|10|11when you install this resource, load {C}^^^^^^^^ onto it. when it is empty, trash it.\when your turn begins, take {C}^^ from this resource.|12&^^^|13daily casts|

|1resource|2virtual|3neutral|4&|5|6true|7|8|9|10|11the first time each turn you make a successful run, draw &^ card. if you have at least {L}^^ or your identity is digital, also gain {C}^.|12&^^^|13dreamnet|

|1resource|2companion, virtual|3anarch|4&^^|5|6true|7|8|9|10|11when your turn begins or you steal an agenda, place {C}^ on this resource.\spend hosted credits to play events.\when your turn ends, if there are &^^^ or more hosted credits, you must trash &^ card from your grip at random or trash this resource.|12&^|13mystic maemi|

|1hardware|2console, vehicle|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^\the first time each turn you play a run event, gain {O}.\limit &^ console per player.|12&^^|13swift|

